Stock In Date,Model,IMEI,Grade,Storage,SIM Type,Colour,Supplier,BP,Stock Type,Notes,Age (days),Return Date
2026-08-08,SAMSUNG GALAXY A32 5G,353427863681902,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,351554743132251,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427863660773,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427863648455,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,355213796941698,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,351554743153513,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427869862688,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,351554743154404,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,355808982825058,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,351554743155179,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427864069669,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,351554743009889,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427863643449,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,351554743140817,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427863619472,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427863642805,C,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427867855064,B-,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,353427866266768,A-,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-08,SAMSUNG GALAXY A32 5G,351554743156011,A-,64GB,Dual Physical SIM,BLACK,IMAX,58,OFFICE,,21,
2026-08-07,SAMSUNG GALAXY S23FE,351628681074848,A,128GB,SIM + eSIM,ORANGE,NIHAL,170,OFFICE,,22,
2026-08-07,SAMSUNG GALAXY S24,350060486300361,A,128GB,SIM + eSIM,WHITE,ABC,275,OFFICE,,22,
2026-08-07,SAMSUNG GALAXY S24,350849448382396,A,128GB,SIM + eSIM,WHITE,ABC,275,OFFICE,,22,
2026-08-07,Galaxy A12 4G,352307137235696,A,32GB,Dual Physical SIM,BLACK,IMAX,48,OFFICE,,22,
2026-08-07,Galaxy A12 4G,352307136962829,A,32GB,Dual Physical SIM,BLACK,IMAX,48,OFFICE,,22,
2026-08-07,Galaxy A12 4G,352307137214519,A,32GB,Dual Physical SIM,BLUE,IMAX,48,OFFICE,,22,
2026-08-07,iPhone 12,353031112332232,A,128GB,SIM + eSIM,BLACK,ABC,160,OFFICE,,22,
2026-08-07,iPhone 12,353033118150568,A,128GB,SIM + eSIM,BLACK,ABC,160,OFFICE,,22,
2026-08-07,iPhone 12,355877335235927,A,128GB,SIM + eSIM,BLACK,MHL,160,OFFICE,,22,
2026-08-07,APPLE IPHONE 13PRO,359052373957321,A,128GB,SIM + eSIM,GREEN,ABC,260,OFFICE,,22,
2026-08-07,Galaxy A12 4G,352307137031087,A,32GB,Dual Physical SIM,BLUE,IMAX,48,OFFICE,,22,
2026-08-07,Galaxy A21S 4G,355451112120205,A,64GB,Dual Physical SIM,BLUE,MHL,56,OFFICE,,22,
2026-08-07,Galaxy A21S 4G,355451112006289,A,64GB,Dual Physical SIM,BLUE,MHL,56,OFFICE,,22,
2026-08-07,Galaxy A21S 4G,355451116418993,A,64GB,Dual Physical SIM,BLUE,MHL,56,OFFICE,,22,
2026-08-07,Galaxy A21S 4G,355451112175738,A,64GB,Dual Physical SIM,BLUE,MHL,56,OFFICE,,22,
2026-08-07,Galaxy A21S 4G,355451116419280,A,64GB,Dual Physical SIM,BLUE,MHL,56,OFFICE,,22,
2026-08-07,Galaxy A30S 4G,353291110867643,A,64GB,Dual Physical SIM,BLACK,IMAX,45,OFFICE,,22,
2026-08-07,Galaxy A30S 4G,353765110139590,A,64GB,Dual Physical SIM,WHITE,IMAX,45,OFFICE,,22,
2026-08-07,APPLE IPHONE SE 3,356409544774741,A,64GB,SIM + eSIM,BLACK,MHL,85,OFFICE,,22,
2026-08-07,APPLE IPHONE SE 3,358138282238175,A,64GB,SIM + eSIM,BLACK,NANAK,85,OFFICE,,22,
2026-08-07,iPhone 12,353052116257837,A,64GB,SIM + eSIM,BLUE,MHL,145,OFFICE,,22,
2026-08-07,iPhone 12,352834610444537,A,64GB,SIM + eSIM,GREEN,MHL,140,OFFICE,,22,
2026-08-07,iPhone 12,353037110634750,A,128GB,SIM + eSIM,BLACK,MHL,160,OFFICE,,22,
2026-08-07,Galaxy A36 5G,353745121230281,ONU,256GB,SIM + eSIM,LAVENDER,MHL,203,OFFICE,,22,
2026-08-07,Galaxy A36 5G,353745122468914,ONU,256GB,SIM + eSIM,BLACK,MHL,203,OFFICE,,22,
2026-08-07,Galaxy A06 4G,354880848108517,ONU,128GB,Dual Physical SIM,BLACK,NANAK,75,OFFICE,,22,
2026-08-07,Galaxy A07 4G,351929934153193,ONU,64GB,Dual Physical SIM,BLACK,MHL,85,OFFICE,,22,
2026-08-07,Galaxy A07 4G,354201387024090,A,64GB,Dual Physical SIM,BLACK,MHL,85,OFFICE,,22,
2026-08-07,Galaxy A14 4G,356608731063574,ONU,128GB,Dual Physical SIM,VIOLET,NANAK,72,OFFICE,,22,
2026-08-07,Galaxy A52S 5G,357456423410532,C,128GB,Dual Physical SIM,WHITE,BUNTY,75,OFFICE,,22,
2026-08-07,Galaxy A52 5G,352353591071938,B,128GB,Dual Physical SIM,BLACK,NANAK,75,OFFICE,,22,
2026-08-07,Galaxy A52 5G,355001800400250,B,128GB,Dual Physical SIM,BLACK,NANAK,75,OFFICE,,22,
2026-08-07,Galaxy A52 5G,350751177621137,B,128GB,Dual Physical SIM,BLACK,NANAK,75,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,359763921189866,A,44MM,,STARLIGHT,NIHAL,155,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,359763920543154,A,44MM,,STARLIGHT,NIHAL,155,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,359763920454964,A,44MM,,STARLIGHT,NIHAL,155,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,359763920377348,A,44MM,,STARLIGHT,NIHAL,155,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,353660340743321,A,44MM,,STARLIGHT,NIHAL,155,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,352673833749227,A,40MM,,BLACK,NIHAL,145,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,355201222497203,A,40MM,,BLACK,NIHAL,145,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,355201222017530,A,40MM,,BLACK,NIHAL,145,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,352673833441858,A,40MM,,BLACK,NIHAL,145,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,355041763066953,A,40MM,,BLACK,NIHAL,145,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,352673833169541,A,40MM,,BLACK,NIHAL,145,OFFICE,,22,
2026-08-07,APPLE IWATCH SE3 CELLULAR,355041761533178,A,40MM,,BLACK,NIHAL,145,OFFICE,,22,
2026-08-07,SAMSUNG GALAXY TAB A9+ WIFI,R92Y706WZZM,A,64GB,NO SIM,SILVER,IMAX,140,OFFICE,,22,
2026-08-07,SAMSUNG GALAXY TAB A9+ WIFI,R5GL34394LY,A,64GB,NO SIM,GRAY,IMAX,140,OFFICE,,22,
2026-08-07,SAMSUNG GALAXY TAB A11 5G,357778646331025,A,64GB,SINGLE PHYSICAL SIM,GRAY,ABC,92,OFFICE,,22,
2026-08-07,SAMSUNG GALAXY TAB A11 5G,357778646320986,A,64GB,SINGLE PHYSICAL SIM,GRAY,ABC,92,OFFICE,,22,
2026-08-07,iPad 7th Gen WiFi,F9FDFPYHMF3N,A,32GB,NO SIM,SILVER,NANAK,75,OFFICE,,22,
2026-08-07,SAMSUNG X COVER 5 4G,352075826696771,A,64GB,Dual Physical SIM,BLACK,MOBILE KIT,34,OFFICE,,22,
2026-08-07,Galaxy A14 5G,352958245921252,A,64GB,SINGLE PHYSICAL SIM,BLACK,MHL,65,OFFICE,,22,
2026-08-07,Galaxy A14 5G,350545463948380,A,64GB,SINGLE PHYSICAL SIM,BLACK,MHL,65,OFFICE,,22,
2026-08-07,APPLE IPHONE 8,356095096194295,A,256GB,SINGLE PHYSICAL SIM,GOLD,MHL,70,OFFICE,,22,
2026-08-07,APPLE IPHONE 8,356730081800825,A,256GB,SINGLE PHYSICAL SIM,GOLD,MHL,70,OFFICE,,22,
2026-08-07,APPLE IPHONE 8,356728084747787,A,256GB,SINGLE PHYSICAL SIM,GOLD,MHL,70,OFFICE,,22,
2026-08-07,APPLE IPHONE 8,352997091575234,A,256GB,SINGLE PHYSICAL SIM,SILVER,MHL,70,OFFICE,,22,
2026-08-07,APPLE IPHONE 8,356094099861430,A,256GB,SINGLE PHYSICAL SIM,SILVER,MHL,70,OFFICE,,22,
2026-08-07,APPLE IPHONE 8,352994097828246,A,256GB,SINGLE PHYSICAL SIM,SILVER,MHL,70,OFFICE,,22,
2026-08-07,APPLE IPHONE 8,352995095996182,A,256GB,SINGLE PHYSICAL SIM,SILVER,MHL,70,OFFICE,,22,
2026-08-07,APPLE IPHONE 8,356097098445485,A,256GB,SINGLE PHYSICAL SIM,SILVER,MHL,70,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481163834,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481975773,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481712168,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647482065319,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481969941,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481212946,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647482041773,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647482053703,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481851941,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481902603,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951230459,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481681199,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951351719,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647482004326,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481676769,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481984577,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951359548,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951240672,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481999732,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481996423,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951354895,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647482005745,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951371170,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481842460,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951209834,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481972168,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481842551,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481629255,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481897001,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951509407,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481995599,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481649782,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481996068,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481163842,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647482069303,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951254418,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481821431,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481209777,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481683385,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481684409,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951357013,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481174500,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481967358,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481966541,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481966681,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481182859,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481883225,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,355808982509157,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,352317951351487,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,350647481688772,A,64GB,Dual Physical SIM,BLACK,NIHAL,58,OFFICE,,22,
2026-08-07,Galaxy A32 5G,353427863517635,A,64GB,Dual Physical SIM,BLACK,IMAX,60,OFFICE,,22,
2026-08-07,Galaxy A32 5G,351554746924464,A,64GB,Dual Physical SIM,BLACK,IMAX,60,OFFICE,,22,
2026-08-07,Galaxy A32 5G,353427860458700,A,64GB,Dual Physical SIM,BLACK,IMAX,60,OFFICE,,22,2026-08-22
2026-08-07,Galaxy A32 5G,355808983377364,B,64GB,Dual Physical SIM,BLACK,IMAX,55,OFFICE,,22,
2026-08-07,Galaxy A32 5G,351554740246203,B,64GB,Dual Physical SIM,BLACK,IMAX,55,OFFICE,,22,
2026-08-07,Galaxy A32 5G,351554742529994,A,64GB,Dual Physical SIM,BLACK,IMAX,60,OFFICE,,22,
2026-08-07,Galaxy A32 5G,351554747089465,A,64GB,Dual Physical SIM,BLACK,IMAX,60,OFFICE,,22,
2026-08-07,Galaxy A32 5G,351554746526301,A,64GB,Dual Physical SIM,BLACK,IMAX,60,OFFICE,,22,
2026-08-07,Galaxy A32 5G,353427868090877,A,64GB,Dual Physical SIM,BLACK,IMAX,60,OFFICE,,22,
2026-08-07,Galaxy A32 5G,353427865999476,A,64GB,Dual Physical SIM,BLACK,IMAX,60,OFFICE,,22,
2026-08-28,GALAXY TAB A11,,ONU,64GB,Not Applicable,Black,MHL,88,SHS,SHS — Awaiting delivery,1,
2026-08-24,Galaxy S20 Plus,,A,128GB,Physical SIM + eSIM,Black,MHL,120,SHS,SHS — Awaiting delivery,5,
2026-08-18,Galaxy A36,,ONU,256GB,Physical SIM + eSIM,White,IMAX,210,SHS,SHS — Awaiting delivery,11,
2026-08-18,Galaxy A36,,ONU,256GB,Physical SIM + eSIM,Black,IMAX,210,SHS,SHS — Awaiting delivery,11,
2026-08-18,GALAXY S23 Fe,,A,128GB,Physical SIM + eSIM,Grey,NIHAL,170,SHS,SHS — Awaiting delivery,11,
2026-08-14,GALAXY S20 FE,,A,128GB,Physical SIM + eSIM,Blue,NIHAL,105,SHS,SHS — Awaiting delivery,15,
2026-08-13,GALAXY S22,,A,128GB,Physical SIM + eSIM,Black,NIHAL,145,SHS,SHS — Awaiting delivery,16,
2026-08-12,GALAXY A35,,A,128GB,Physical SIM + eSIM,Black,MHL,125,SHS,SHS - Many Units,17,
2026-08-11,IPAD 11TG GEN,,A,128GB,Not Applicable,Blue,MHL,300,SHS,SHS - Many Units,18,
